text,label
i get older and i have aged in body mind and spirit since my parents died i feel a job is a lame excuse to stay where i do not flourish,0
i am feeling doubtful confused lost and what not,4
i feel so incredibly dumb at the moment,0
i aint happy im feeling glad i got sunshine in a bag,1
i cant feel too grumpy about this also riding in nj with lauren tomorrow if weather permits,3
i played with her feelings thats why she hated me and punched me,0
i feel so scared to give in,4
i am feeling paranoid and feeling flight or fright or fight response all over me body,4
i must have sensed this transition pending in my life call it wishful thinking because about a year ago i told my agent i would not go in for series that shot out of la i was feeling needy and wifey and nesting y when my other half found out he said no absolutely not,0
i feel embarrassed for you,0
i feel unwelcome and uninvited,0
i didn t shout at them or watch over them closely and because i was reading and dozing and feeling relaxed when i did spend time with them it wasn t a duty but a pleasure and so it was fun,1
i glide along with ease and speed and i feel at peace and loved,2
i am afraid of what i feel but do not know how to face that fear i am doubtful about why lies ahead but do not want to be found dead so i sit wondering what is next where will this madness take me,4
i dont know i feel a bit melancholy and religious that day,0
i feel quite pleased with myself,1
im feeling really adventurous ill make a quilt,1
i want to feel valued by others and in turn i want to make others feel valued,1
i feel ok i cried more over the last week watching her so helpless and today i am settled and peaceful because i know shes not going through it anymore,1
i feel dumb to not have the slightest clue about it lolll p but all in all i appreciated every second of my birthday and felt very blissful to have everyone in my life,0
